id,header,verse_num,text,chapter,footer_ref
1,Psalm 1,,"<div class=""verse-block""><span class=""scripture-num"">1</span><span class=""verse-text"">Blessed is the man that walketh not in the counsel of the ungodly, nor standeth in the way of sinners, nor sitteth in the seat of the scornful.</span></div> <div class=""verse-block""><span class=""scripture-num"">2</span><span class=""verse-text"">But his delight is in the law of the LORD; and in his law doth he meditate day and night.</span></div> <div class=""verse-block""><span class=""scripture-num"">3</span><span class=""verse-text"">And he shall be like a tree planted by the rivers of water, that bringeth forth his fruit in his season; his leaf also shall not wither; and whatsoever he doeth shall prosper.</span></div> <div class=""verse-block""><span class=""scripture-num"">4</span><span class=""verse-text"">The ungodly are not so: but are like the chaff which the wind driveth away.</span></div> <div class=""verse-block""><span class=""scripture-num"">5</span><span class=""verse-text"">Therefore the ungodly shall not stand in the judgment, nor sinners in the congregation of the righteous.</span></div> <div class=""verse-block""><span class=""scripture-num"">6</span><span class=""verse-text"">For the LORD knoweth the way of the righteous: but the way of the ungodly shall perish.</span></div>",1,Psalm 1 1
